protein_id	DePP_85	PhageRBPdetect	DepoScope	DepoRanker	SpikeHunter	dbCAN	IPR	phold_glycan_tailspike	total_sources
GCF_004322995.1__phage0__161	1	1	1	1	1	1	1	1	8
GCF_004322995.1__phage3__363	1	1	1	1	1	1	1	1	8
GCF_009885015.1__phage3__380	1	1	1	1	1	1	1	1	8
GCF_019107685.1__phage26__22	1	1	1	1	1	1	1	1	8
GCF_019107685.1__phage5__1959	1	1	1	1	1	1	1	1	8
GCF_900172445.1__phage5__67	1	1	1	1	1	1	1	1	8
GCF_900172445.1__phage8__7	1	1	1	1	1	1	1	1	8
GCF_900510985.1__phage14__876	1	1	1	1	1	1	1	1	8
GCF_900510985.1__phage14__859	1	1	1	1	1	1	1	1	8
GCF_001060895.1__phage2__38	1	1	1	1	1	1	1	1	8
GCF_004127625.1__phage26__108	1	1	1	1	1	1	1	1	8
GCF_004127625.1__phage25__9	1	1	1	1	1	1	1	1	8
GCF_004310905.1__phage0__127	1	1	1	1	1	1	1	1	8
GCF_004310905.1__phage0__116	1	1	1	1	1	1	1	1	8
GCF_004310905.1__phage4__601	1	1	1	1	1	1	1	1	8
GCF_004310905.1__phage4__593	1	1	1	1	1	1	1	1	8
GCF_900514745.1__phage10__0	1	1	1	1	1	1	1	1	8
GCF_904864565.1__phage3__2655	1	1	1	1	1	1	1	1	8
GCF_900504715.1__phage6__403	1	1	1	1	1	1	1	1	8
GCF_900504715.1__phage4__288	1	1	1	1	1	1	1	1	8
GCF_900504715.1__phage4__304	1	1	1	1	1	1	1	1	8
GCF_003330945.1__phage5__2503	1	1	1	1	1	1	1	1	8
GCF_900511455.1__phage1__114	1	1	1	1	1	1	1	1	8
GCF_008923165.1__phage4__2307	1	1	1	1	1	1	1	1	8
GCF_008923165.1__phage3__1876	1	1	1	1	1	1	1	1	8
GCF_011077425.1__phage1__124	1	1	1	1	1	1	1	1	8
GCF_011077425.1__phage1__116	1	1	1	1	1	1	1	1	8
GCF_012167215.1__phage5__2726	1	1	1	1	1	1	1	1	8
GCF_012167215.1__phage8__3712	1	1	1	1	1	1	1	1	8
GCF_013134275.1__phage15__331	1	1	1	1	1	1	1	1	8
GCF_013134275.1__phage15__339	1	1	1	1	1	1	1	1	8
GCF_900516075.1__phage3__232	1	1	1	1	1	1	1	1	8
GCF_902166855.1__phage4__19	1	1	1	1	1	1	1	1	8
GCF_902166855.1__phage4__16	1	1	1	1	1	1	1	1	8
GCF_016644075.1__phage22__206	1	1	1	1	1	1	1	1	8
GCF_001904535.4__phage14__122	1	1	1	1	1	1	1	1	8
GCF_001904535.4__phage14__125	1	1	1	1	1	1	1	1	8
GCF_018920475.1__phage2__4	1	1	1	1	1	1	1	1	8
GCF_018920475.1__phage2__12	1	1	1	1	1	1	1	1	8
GCF_900080215.1__phage17__1646	1	1	1	1	1	1	1	1	8
GCF_900080215.1__phage16__1400	1	1	1	1	1	1	1	1	8
GCF_020405285.1__phage9__2043	1	1	1	1	1	1	1	1	8
GCF_020405285.1__phage5__1391	1	1	1	1	1	1	1	1	8
GCF_900505375.1__phage25__64	1	1	1	1	1	1	1	1	8
GCF_900500865.1__phage0__529	1	1	1	1	1	1	1	1	8
GCF_018682505.1__phage7__1389	1	1	1	1	1	1	1	1	8
GCF_019677835.1__phage8__48	1	1	1	1	1	1	1	1	8
GCF_900511415.1__phage14__3	1	1	1	1	1	1	1	1	8
GCF_009825415.1__phage7__2113	1	1	1	1	1	1	1	1	8
GCF_009825415.1__phage7__2116	1	1	1	1	1	1	1	1	8
GCF_016864395.1__phage13__184	1	1	1	1	1	1	1	1	8
GCF_002936265.2__phage28__124	1	1	1	1	1	1	1	1	8
GCF_002936265.2__phage28__108	1	1	1	1	1	1	1	1	8
GCF_002936265.2__phage6__92	1	1	1	1	1	1	1	1	8
GCF_002936265.2__phage12__52	1	1	1	1	1	1	1	1	8
GCF_002936265.2__phage8__0	1	1	1	1	1	1	1	1	8
GCF_903970905.1__phage7__2	1	1	1	1	1	1	1	1	8
GCF_016652175.1__phage22__390	1	1	1	1	1	1	1	1	8
GCF_019702985.1__phage11__3250	1	1	1	1	1	1	1	1	8
GCF_019702985.1__phage11__3265	1	1	1	1	1	1	1	1	8
GCF_019702985.1__phage9__2791	1	1	1	1	1	1	1	1	8
GCF_020805605.1__phage10__80	1	1	1	1	1	1	1	1	8
GCF_900502035.1__phage5__112	1	1	1	1	1	1	1	1	8
GCF_002202195.1__phage0__44	1	1	1	1	1	1	1	1	8
GCF_002202195.1__phage20__4884	1	1	1	1	1	1	1	1	8
GCF_002202195.1__phage18__4183	1	1	1	1	1	1	1	1	8
GCF_002202195.1__phage18__4201	1	1	1	1	1	1	1	1	8
GCF_003403275.1__phage6__0	1	1	1	1	1	1	1	1	8
GCF_003403275.1__phage6__15	1	1	1	1	1	1	1	1	8
GCF_900504175.1__phage16__65	1	1	1	1	1	1	1	1	8
GCF_004313625.1__phage12__29	1	1	1	1	1	1	1	1	8
GCF_016651745.1__phage10__229	1	1	1	1	1	1	1	1	8
GCF_016651745.1__phage12__390	1	1	1	1	1	1	1	1	8
GCF_014842715.1__phage1__85	1	1	1	1	1	1	1	1	8
GCF_004321285.1__phage15__29	1	1	1	1	1	1	1	1	8
GCF_004321285.1__phage12__123	1	1	1	1	1	1	1	1	8
GCF_004321285.1__phage12__110	1	1	1	1	1	1	1	1	8
GCF_900514405.1__phage22__588	1	1	1	1	1	1	1	1	8
GCF_900514405.1__phage22__600	1	1	1	1	1	1	1	1	8
GCF_900510895.1__phage4__320	1	1	1	1	1	1	1	1	8
GCF_002936005.2__phage13__9	1	1	1	1	1	1	1	1	8
GCF_902162525.1__phage23__38	1	1	1	1	1	1	1	1	8
GCF_021389995.1__phage6__3292	1	1	1	1	1	1	1	1	8
GCF_021389995.1__phage1__239	1	1	1	1	1	1	1	1	8
GCF_021389995.1__phage1__242	1	1	1	1	1	1	1	1	8
GCF_001904405.4__phage19__65	1	1	1	1	1	1	1	1	8
GCF_016836935.1__phage1__90	1	1	1	1	1	1	1	1	8
GCF_004830295.1__phage15__344	1	1	1	1	1	1	1	1	8
GCF_015643885.1__phage14__410	1	1	1	1	1	1	1	1	8
GCF_011684095.1__phage7__48	1	1	1	1	1	1	1	1	8
GCF_011684095.1__phage15__21	1	1	1	1	1	1	1	1	8
GCF_011684095.1__phage15__12	1	1	1	1	1	1	1	1	8
GCF_900514215.1__phage10__250	1	1	1	1	1	1	1	1	8
GCF_900498355.1__phage13__214	1	1	1	1	1	1	1	1	8
GCF_900498355.1__phage7__281	1	1	1	1	1	1	1	1	8
GCF_016925255.1__phage0__664	1	1	1	1	1	1	1	1	8
GCF_016925255.1__phage2__1432	1	1	1	1	1	1	1	1	8
GCF_016925255.1__phage6__3277	1	1	1	1	1	1	1	1	8
GCF_021521135.1__phage26__13	1	1	1	1	1	1	1	1	8
GCF_018271555.1__phage14__530	1	1	1	1	1	1	1	1	8
GCF_018271555.1__phage14__522	1	1	1	1	1	1	1	1	8
GCF_018271555.1__phage10__1014	1	1	1	1	1	1	1	1	8
GCF_900507945.1__phage4__0	1	1	1	1	1	1	1	1	8
GCF_900451425.1__phage1__139	1	1	1	1	1	1	1	1	8
GCF_900500885.1__phage9__343	1	1	1	1	1	1	1	1	8
GCF_015355915.1__phage6__1382	1	1	1	1	1	1	1	1	8
GCF_015277935.1__phage1__389	1	1	1	1	1	1	1	1	8
GCF_015277935.1__phage1__386	1	1	1	1	1	1	1	1	8
GCF_019781185.1__phage35__11	1	1	1	1	1	1	1	1	8
GCF_015278415.1__phage17__4378	1	1	1	1	1	1	1	1	8
GCF_015278415.1__phage8__1229	1	1	1	1	1	1	1	1	8
GCF_902155985.1__phage2__1544	1	1	1	1	1	1	1	1	8
GCF_016772975.1__phage11__2997	1	1	1	1	1	1	1	1	8
GCF_016772975.1__phage12__3864	1	1	1	1	1	1	1	1	8
GCF_922826295.1__phage0__427	1	1	1	1	1	1	1	1	8
GCF_922826295.1__phage3__1433	1	1	1	1	1	1	1	1	8
GCF_019445295.1__phage8__93	1	1	1	1	1	1	1	1	8
GCF_019880265.1__phage8__2705	1	1	1	1	1	1	1	1	8
GCF_019880265.1__phage8__2715	1	1	1	1	1	1	1	1	8
GCF_904864545.1__phage13__4479	1	1	1	1	1	1	1	1	8
GCF_904864545.1__phage9__3188	1	1	1	1	1	1	1	1	8
GCF_904864545.1__phage7__2948	1	1	1	1	1	1	1	1	8
GCF_904864545.1__phage10__3773	1	1	1	1	1	1	1	1	8
GCF_916173025.1__phage6__270	1	1	1	1	1	1	1	1	8
GCF_016635945.1__phage1__639	1	1	1	1	1	1	1	1	8
GCF_900509615.1__phage16__593	1	1	1	1	1	1	1	1	8
GCF_900509615.1__phage16__622	1	1	1	1	1	1	1	1	8
GCF_018449195.1__phage4__47	1	1	1	1	1	1	1	1	8
GCF_002187385.1__phage19__190	1	1	1	1	1	1	1	1	8
GCF_002187385.1__phage19__187	1	1	1	1	1	1	1	1	8
GCF_002187385.1__phage21__2	1	1	1	1	1	1	1	1	8
GCF_002187385.1__phage18__124	1	1	1	1	1	1	1	1	8
GCF_002187385.1__phage18__132	1	1	1	1	1	1	1	1	8
GCF_002852945.3__phage22__21	1	1	1	1	1	1	1	1	8
GCF_900079675.1__phage7__5	1	1	1	1	1	1	1	1	8
GCF_900079675.1__phage8__321	1	1	1	1	1	1	1	1	8
GCF_017311755.1__phage1__776	1	1	1	1	1	1	1	1	8
GCF_016528825.1__phage17__68	1	1	1	1	1	1	1	1	8
GCF_018907315.1__phage1__135	1	1	1	1	1	1	1	1	8
GCF_002186465.1__phage3__323	1	1	1	1	1	1	1	1	8
GCF_001065835.1__phage14__14	1	1	1	1	1	1	1	1	8
GCF_005217765.1__phage0__729	1	1	1	1	1	1	1	1	8
GCF_002853795.1__phage5__128	1	1	1	1	1	1	1	1	8
GCF_002853795.1__phage5__125	1	1	1	1	1	1	1	1	8
GCF_002853795.1__phage5__109	1	1	1	1	1	1	1	1	8
GCF_019096375.1__phage27__247	1	1	1	1	1	1	1	1	8
GCF_004311745.1__phage0__218	1	1	1	1	1	1	1	1	8
GCF_002236055.1__phage14__17	1	1	1	1	1	1	1	1	8
GCF_900513455.1__phage0__2	1	1	1	1	1	1	1	1	8
GCF_900513455.1__phage16__0	1	1	1	1	1	1	1	1	8
GCF_900513455.1__phage16__7	1	1	1	1	1	1	1	1	8
GCF_004209275.1__phage19__244	1	1	1	1	1	1	1	1	8
GCF_007197815.1__phage9__4600	1	1	1	1	1	1	1	1	8
GCF_021502945.1__phage10__3307	1	1	1	1	1	1	1	1	8
GCF_021502945.1__phage4__1392	1	1	1	1	1	1	1	1	8
GCF_002269905.1__phage2__0	1	1	1	1	1	1	1	1	8
GCF_002269905.1__phage18__0	1	1	1	1	1	1	1	1	8
GCF_019336285.1__phage8__11	1	1	1	1	1	1	1	1	8
GCF_900513705.2__phage3__1241	1	1	1	1	1	1	1	1	8
GCF_001006545.1__phage10__28	1	1	1	1	1	1	1	1	8
GCF_001006545.1__phage6__13	1	1	1	1	1	1	1	1	8
GCF_004311685.1__phage0__467	1	1	1	1	1	1	1	1	8
GCF_004311685.1__phage1__604	1	1	1	1	1	1	1	1	8
GCF_003427175.1__phage4__45	1	1	1	1	1	1	1	1	8
GCF_015721265.1__phage3__128	1	1	1	1	1	1	1	1	8
GCF_015721265.1__phage3__120	1	1	1	1	1	1	1	1	8
GCF_900504465.1__phage16__65	1	1	1	1	1	1	1	1	8
GCF_003382185.1__phage3__140	1	1	1	1	1	1	1	1	8
GCF_000465975.2__phage8__4530	1	1	1	1	1	1	1	1	8
GCF_013604405.1__phage18__117	1	1	1	1	1	1	1	1	8
GCF_018588905.1__phage19__10	1	1	1	1	1	1	1	1	8
GCF_011742315.1__phage6__118	1	1	1	1	1	1	1	1	8
GCF_004311065.1__phage8__64	1	1	1	1	1	1	1	1	8
GCF_004311065.1__phage8__61	1	1	1	1	1	1	1	1	8
GCF_004312005.1__phage0__51	1	1	1	1	1	1	1	1	8
GCF_004312005.1__phage24__7	1	1	1	1	1	1	1	1	8
GCF_004312005.1__phage22__8	1	1	1	1	1	1	1	1	8
GCF_018137655.1__phage17__84	1	1	1	1	1	1	1	1	8
GCF_018137655.1__phage17__97	1	1	1	1	1	1	1	1	8
GCF_002906415.1__phage5__608	1	1	1	1	1	1	1	1	8
GCF_002906415.1__phage5__600	1	1	1	1	1	1	1	1	8
GCF_002906415.1__phage30__5641	1	1	1	1	1	1	1	1	8
GCF_002906415.1__phage30__5638	1	1	1	1	1	1	1	1	8
GCF_019679375.1__phage14__221	1	1	1	1	1	1	1	1	8
GCF_900505645.1__phage21__68	1	1	1	1	1	1	1	1	8
GCF_922829475.1__phage5__2397	1	1	1	1	1	1	1	1	8
GCF_021532695.1__phage4__145	1	1	1	1	1	1	1	1	8
GCF_004311365.1__phage3__28	1	1	1	1	1	1	1	1	8
GCF_002247895.1__phage24__13	1	1	1	1	1	1	1	1	8
GCF_020525965.1__phage8__1772	1	1	1	1	1	1	1	1	8
GCF_020525965.1__phage8__1764	1	1	1	1	1	1	1	1	8
GCF_904863145.1__phage2__1267	1	1	1	1	1	1	1	1	8
GCF_904863145.1__phage2__1346	1	1	1	1	1	1	1	1	8
GCF_904863145.1__phage2__1337	1	1	1	1	1	1	1	1	8
GCF_020121365.1__phage11__475	1	1	1	1	1	1	1	1	8
GCF_020121365.1__phage15__239	1	1	1	1	1	1	1	1	8
GCF_020121365.1__phage15__222	1	1	1	1	1	1	1	1	8
GCF_020121365.1__phage8__162	1	1	1	1	1	1	1	1	8
GCF_021137655.1__phage11__3739	1	1	1	1	1	1	1	1	8
GCF_021137655.1__phage6__2594	1	1	1	1	1	1	1	1	8
GCF_021137655.1__phage6__2589	1	1	1	1	1	1	1	1	8
GCF_016056235.1__phage17__221	1	1	1	1	1	1	1	1	8
GCF_016056235.1__phage1__10	1	1	1	1	1	1	1	1	8
GCF_019401925.1__phage2__30	1	1	1	1	1	1	1	1	8
GCF_002855175.1__phage4__387	1	1	1	1	1	1	1	1	8
GCF_018108465.1__phage8__2	1	1	1	1	1	1	1	1	8
GCF_002187485.1__phage9__3	1	1	1	1	1	1	1	1	8
GCF_013395175.1__phage4__219	1	1	1	1	1	1	1	1	8
GCF_013395175.1__phage18__18	1	1	1	1	1	1	1	1	8
GCF_013395175.1__phage18__21	1	1	1	1	1	1	1	1	8
GCF_900504775.1__phage4__4	1	1	1	1	1	1	1	1	8
GCF_900504775.1__phage1__116	1	1	1	1	1	1	1	1	8
GCF_900510245.1__phage5__1	1	1	1	1	1	1	1	1	8
GCF_900517615.1__phage6__9	1	1	1	1	1	1	1	1	8
GCF_900517765.1__phage11__27	1	1	1	1	1	1	1	1	8
GCF_900517765.1__phage14__32	1	1	1	1	1	1	1	1	8
GCF_003789125.1__phage11__0	1	1	1	1	1	1	1	1	8
GCF_003789125.1__phage19__15	1	1	1	1	1	1	1	1	8
GCF_001701525.1__phage5__200	1	1	1	1	1	1	1	1	8
GCF_021166135.1__phage11__2687	1	1	1	1	1	1	1	1	8
GCF_018604125.1__phage0__175	1	1	1	1	1	1	1	1	8
GCF_018604125.1__phage2__874	1	1	1	1	1	1	1	1	8
GCF_018604125.1__phage6__3129	1	1	1	1	1	1	1	1	8
GCF_004313705.1__phage5__235	1	1	1	1	1	1	1	1	8
GCF_900501415.1__phage2__214	1	1	1	1	1	1	1	1	8
GCF_900501415.1__phage2__225	1	1	1	1	1	1	1	1	8
GCF_011077165.1__phage7__844	1	1	1	1	1	1	1	1	8
GCF_011077165.1__phage7__852	1	1	1	1	1	1	1	1	8
GCF_021503315.1__phage8__2970	1	1	1	1	1	1	1	1	8
GCF_021503315.1__phage8__2967	1	1	1	1	1	1	1	1	8
GCF_009600615.1__phage13__4615	1	1	1	1	1	1	1	1	8
GCF_002216835.1__phage19__5719	1	1	1	1	1	1	1	1	8
GCF_002216835.1__phage19__5716	1	1	1	1	1	1	1	1	8
GCF_002216835.1__phage0__20	1	1	1	1	1	1	1	1	8
GCF_002216835.1__phage0__17	1	1	1	1	1	1	1	1	8
GCF_002216835.1__phage17__4745	1	1	1	1	1	1	1	1	8
GCF_002216835.1__phage18__5232	1	1	1	1	1	1	1	1	8
GCF_900977715.1__phage2__196	1	1	1	1	1	1	1	1	8
GCF_900977715.1__phage2__193	1	1	1	1	1	1	1	1	8
GCF_900977715.1__phage2__212	1	1	1	1	1	1	1	1	8
GCF_900508375.1__phage3__93	1	1	1	1	1	1	1	1	8
GCF_002850845.1__phage5__124	1	1	1	1	1	1	1	1	8
GCF_002850845.1__phage5__112	1	1	1	1	1	1	1	1	8
GCF_014655105.1__phage17__1	1	1	1	1	1	1	1	1	8
GCF_014655105.1__phage17__4	1	1	1	1	1	1	1	1	8
GCF_014655105.1__phage3__66	1	1	1	1	1	1	1	1	8
GCF_002854795.1__phage3__3	1	1	1	1	1	1	1	1	8
GCF_900510445.1__phage4__676	1	1	1	1	1	1	1	1	8
GCF_019927905.1__phage3__47	1	1	1	1	1	1	1	1	8
GCF_900504825.1__phage18__319	1	1	1	1	1	1	1	1	8
GCF_900504825.1__phage18__327	1	1	1	1	1	1	1	1	8
GCF_916172955.1__phage4__205	1	1	1	1	1	1	1	1	8
GCF_004120135.1__phage5__2504	1	1	1	1	1	1	1	1	8
GCF_021213855.1__phage15__60	1	1	1	1	1	1	1	1	8
GCF_021213855.1__phage15__0	1	1	1	1	1	1	1	1	8
GCF_001066415.1__phage6__4	1	1	1	1	1	1	1	1	8
GCF_019930265.1__phage5__5	1	1	1	1	1	1	1	1	8
GCF_900093815.1__phage2__28	1	1	1	1	1	1	1	1	8
GCF_003195975.1__phage5__109	1	1	1	1	1	1	1	1	8
GCF_021532395.1__phage18__21	1	1	1	1	1	1	1	1	8
GCF_900498495.1__phage6__2	1	1	1	1	1	1	1	1	8
GCF_900510585.1__phage5__463	1	1	1	1	1	1	1	1	8
GCF_021261935.1__phage4__196	1	1	1	1	1	1	1	1	8
GCF_021261935.1__phage3__135	1	1	1	1	1	1	1	1	8
GCF_002851055.1__phage17__128	1	1	1	1	1	1	1	1	8
GCF_020525625.1__phage4__2572	1	1	1	1	1	1	1	1	8
GCF_003195755.1__phage0__35	1	1	1	1	1	1	1	1	8
GCF_016635605.1__phage11__377	1	1	1	1	1	1	1	1	8
GCF_016635605.1__phage9__318	1	1	1	1	1	1	1	1	8
GCF_902164145.1__phage11__0	1	1	1	1	1	1	1	1	8
GCF_902164145.1__phage3__256	1	1	1	1	1	1	1	1	8
GCF_013378255.1__phage11__3944	1	1	1	1	1	1	1	1	8
GCF_021229995.1__phage11__2	1	1	1	1	1	1	1	1	8
GCF_021229995.1__phage17__0	1	1	1	1	1	1	1	1	8
GCF_009901985.1__phage0__4	1	1	1	1	1	1	1	1	8
GCF_003954825.1__phage19__163	1	1	1	1	1	1	1	1	8
GCF_003413505.1__phage14__2598	1	1	1	1	1	1	1	1	8
GCF_003413505.1__phage14__2595	1	1	1	1	1	1	1	1	8
GCF_003413505.1__phage17__3714	1	1	1	1	1	1	1	1	8
GCF_003413505.1__phage16__3124	1	1	1	1	1	1	1	1	8
GCF_018075325.1__phage15__3234	1	1	1	1	1	1	1	1	8
GCF_902155935.1__phage7__1429	1	1	1	1	1	1	1	1	8
GCF_021213815.1__phage14__190	1	1	1	1	1	1	1	1	8
GCF_002935135.2__phage31__166	1	1	1	1	1	1	1	1	8
GCF_002935135.2__phage31__174	1	1	1	1	1	1	1	1	8
GCF_905128635.1__phage1__183	1	1	1	1	1	1	1	1	8
GCF_900407025.1__phage4__30	1	1	1	1	1	1	1	1	8
GCF_002186135.2__phage3__185	1	1	1	1	1	1	1	1	8
GCF_002186135.2__phage3__188	1	1	1	1	1	1	1	1	8
GCF_922827295.1__phage15__4375	1	1	1	1	1	1	1	1	8
GCF_922827295.1__phage10__2778	1	1	1	1	1	1	1	1	8
GCF_900509695.1__phage13__2633	1	1	1	1	1	1	1	1	8
GCF_900503715.1__phage16__578	1	1	1	1	1	1	1	1	8
GCF_900503715.1__phage16__590	1	1	1	1	1	1	1	1	8
GCF_002257785.1__phage15__317	1	1	1	1	1	1	1	1	8
GCF_900474485.1__phage4__2728	1	1	1	1	1	1	1	1	8
GCF_009797845.1__phage28__151	1	1	1	1	1	1	1	1	8
GCF_021520395.1__phage9__177	1	1	1	1	1	1	1	1	8
GCF_008572845.1__phage13__23	1	1	1	1	1	1	1	1	8
GCF_016903455.1__phage1__741	1	1	1	1	1	1	1	1	8
GCF_900507805.1__phage5__375	1	1	1	1	1	1	1	1	8
GCF_900501825.1__phage14__54	1	1	1	1	1	1	1	1	8
GCF_014286125.1__phage16__56	1	1	1	1	1	1	1	1	8
GCF_009660375.2__phage3__1336	1	1	1	1	1	1	1	1	8
GCF_009660375.2__phage3__1329	1	1	1	1	1	1	1	1	8
GCF_018314115.1__phage18__12	1	1	1	1	1	1	1	1	8
GCF_016734875.1__phage13__91	1	1	1	1	1	1	1	1	8
GCF_016734875.1__phage13__101	1	1	1	1	1	1	1	1	8
GCF_003861085.1__phage2__1422	1	1	1	1	1	1	1	1	8
GCF_003861085.1__phage5__2518	1	1	1	1	1	1	1	1	8
GCF_014856295.1__phage5__83	1	1	1	1	1	1	1	1	8
GCF_902705645.1__phage3__163	1	1	1	1	1	1	1	1	8
GCF_900511305.1__phage6__66	1	1	1	1	1	1	1	1	8
GCF_003038215.3__phage0__91	1	1	1	1	1	1	1	1	8
GCF_003038215.3__phage0__136	1	1	1	1	1	1	1	1	8
GCF_003038215.3__phage7__1444	1	1	1	1	1	1	1	1	8
GCF_003038215.3__phage7__1433	1	1	1	1	1	1	1	1	8
GCF_018274725.1__phage7__923	1	1	1	1	1	1	1	1	8
GCF_018274725.1__phage16__153	1	1	1	1	1	1	1	1	8
GCF_018274725.1__phage16__168	1	1	1	1	1	1	1	1	8
GCF_003955155.1__phage3__347	1	1	1	1	1	1	1	1	8
GCF_013706045.1__phage4__2005	1	1	1	1	1	1	1	1	8
GCF_013706045.1__phage3__1410	1	1	1	1	1	1	1	1	8
GCF_003195275.1__phage7__99	1	1	1	1	1	1	1	1	8
GCF_000783515.2__phage13__2883	1	1	1	1	1	1	1	1	8
GCF_014946925.1__phage9__29	1	1	1	1	1	1	1	1	8
GCF_900498635.1__phage12__828	1	1	1	1	1	1	1	1	8
GCF_001875075.1__phage9__527	1	1	1	1	1	1	1	1	8
GCF_020481645.1__phage7__1812	1	1	1	1	1	1	1	1	8
GCF_020481645.1__phage1__329	1	1	1	1	1	1	1	1	8
GCF_020481645.1__phage1__327	1	1	1	1	1	1	1	1	8
GCF_001970165.2__phage25__38	1	1	1	1	1	1	1	1	8
GCF_009822395.1__phage0__116	1	1	1	1	1	1	1	1	8
GCF_009822395.1__phage12__50	1	1	1	1	1	1	1	1	8
GCF_002631045.1__phage0__86	1	1	1	1	1	1	1	1	8
GCF_002631045.1__phage0__74	1	1	1	1	1	1	1	1	8
GCF_002991945.1__phage1__101	1	1	1	1	1	1	1	1	8
GCF_001463555.1__phage10__0	1	1	1	1	1	1	1	1	8
GCF_900509475.1__phage1__28	1	1	1	1	1	1	1	1	8
GCF_922826275.1__phage5__964	1	1	1	1	1	1	1	1	8
GCF_922826275.1__phage27__55	1	1	1	1	1	1	1	1	8
GCF_922826275.1__phage27__52	1	1	1	1	1	1	1	1	8
GCF_002187305.1__phage2__0	1	1	1	1	1	1	1	1	8
GCF_019401025.1__phage3__108	1	1	1	1	1	1	1	1	8
GCF_900511545.1__phage9__436	1	1	1	1	1	1	1	1	8
GCF_002182125.1__phage7__123	1	1	1	1	1	1	1	1	8
GCF_015643985.1__phage26__39	1	1	1	1	1	1	1	1	8
GCF_015643985.1__phage26__53	1	1	1	1	1	1	1	1	8
GCF_021228695.1__phage1__447	1	1	1	1	1	1	1	1	8
GCF_019927745.1__phage3__2	1	1	1	1	1	1	1	1	8
GCF_015264275.1__phage5__3	1	1	1	1	1	1	1	1	8
GCF_020515055.1__phage2__292	1	1	1	1	1	1	1	1	8
GCF_020515055.1__phage12__3688	1	1	1	1	1	1	1	1	8
GCF_003443755.1__phage6__1995	1	1	1	1	1	1	1	1	8
GCF_003443755.1__phage5__1384	1	1	1	1	1	1	1	1	8
GCF_003443755.1__phage5__1375	1	1	1	1	1	1	1	1	8
GCF_017942485.1__phage24__111	1	1	1	1	1	1	1	1	8
GCF_900508185.1__phage3__0	1	1	1	1	1	1	1	1	8
GCF_900508305.1__phage15__237	1	1	1	1	1	1	1	1	8
GCF_900508305.1__phage15__248	1	1	1	1	1	1	1	1	8
GCF_003323855.1__phage8__120	1	1	1	1	1	1	1	1	8
GCF_900498855.1__phage8__338	1	1	1	1	1	1	1	1	8
GCF_018474035.1__phage7__0	1	1	1	1	1	1	1	1	8
GCF_002240315.1__phage3__1871	1	1	1	1	1	1	1	1	8
GCF_901420925.1__phage13__3611	1	1	1	1	1	1	1	1	8
GCF_901420925.1__phage13__3614	1	1	1	1	1	1	1	1	8
GCF_900174395.1__phage0__303	1	1	1	1	1	1	1	1	8
GCF_900174395.1__phage0__315	1	1	1	1	1	1	1	1	8
GCF_002120065.1__phage19__97	1	1	1	1	1	1	1	1	8
GCF_000982205.1__phage12__79	1	1	1	1	1	1	1	1	8
GCF_000982205.1__phage3__37	1	1	1	1	1	1	1	1	8
GCF_002936475.2__phage13__0	1	1	1	1	1	1	1	1	8
GCF_019703125.1__phage10__3168	1	1	1	1	1	1	1	1	8
GCF_014895605.1__phage9__38	1	1	1	1	1	1	1	1	8
GCF_014895605.1__phage4__160	1	1	1	1	1	1	1	1	8
GCF_002416775.1__phage5__18	1	1	1	1	1	1	1	1	8
GCF_002416775.1__phage1__28	1	1	1	1	1	1	1	1	8
GCF_013590775.1__phage19__3310	1	1	1	1	1	1	1	1	8
GCF_013590775.1__phage10__1993	1	1	1	1	1	1	1	1	8
GCF_013590775.1__phage4__1297	1	1	1	1	1	1	1	1	8
GCF_013590775.1__phage5__1394	1	1	1	1	1	1	1	1	8
GCF_013590775.1__phage5__1397	1	1	1	1	1	1	1	1	8
GCF_013590775.1__phage5__1386	1	1	1	1	1	1	1	1	8
GCF_900517035.1__phage19__83	1	1	1	1	1	1	1	1	8
GCF_900517035.1__phage28__50	1	1	1	1	1	1	1	1	8
GCF_900517035.1__phage28__53	1	1	1	1	1	1	1	1	8
GCF_900517035.1__phage23__110	1	1	1	1	1	1	1	1	8
GCF_900517035.1__phage5__0	1	1	1	1	1	1	1	1	8
GCF_900517035.1__phage22__0	1	1	1	1	1	1	1	1	8
GCF_008867775.1__phage22__2	1	1	1	1	1	1	1	1	8
GCF_002180255.1__phage0__397	1	1	1	1	1	1	1	1	8
GCF_002180255.1__phage0__400	1	1	1	1	1	1	1	1	8
GCF_002180255.1__phage1__747	1	1	1	1	1	1	1	1	8
GCF_016634785.1__phage3__102	1	1	1	1	1	1	1	1	8
GCF_016634785.1__phage3__99	1	1	1	1	1	1	1	1	8
GCF_900498735.1__phage7__153	1	1	1	1	1	1	1	1	8
GCF_900451495.1__phage28__3737	1	1	1	1	1	1	1	1	8
GCF_900451495.1__phage28__3748	1	1	1	1	1	1	1	1	8
GCF_900451495.1__phage29__3894	1	1	1	1	1	1	1	1	8
GCF_900451495.1__phage29__3902	1	1	1	1	1	1	1	1	8
GCF_900451495.1__phage27__3586	1	1	1	1	1	1	1	1	8
GCF_900451495.1__phage8__310	1	1	1	1	1	1	1	1	8
GCF_900451495.1__phage8__301	1	1	1	1	1	1	1	1	8
GCF_019458505.1__phage9__2842	1	1	1	1	1	1	1	1	8
GCF_012029945.2__phage9__2345	1	1	1	1	1	1	1	1	8
GCF_012029945.2__phage5__1405	1	1	1	1	1	1	1	1	8
